epoch,train_rmse,val_rmse,val_mae,val_r2,val_out_of_bounds,learning_rate,rmse_limpio,rmse_leve,rmse_moderado,rmse_alto,rmse_crítico
24,11.659177285041077,9.582040953695431,6.207000255584717,0.8866637349128723,0.0,0.0001,9.211205,6.354585,7.144882,11.900366,11.994132
25,11.630714635478334,9.151683653861626,5.639364719390869,0.8966156244277954,0.153105861767279,5e-05,8.940419,5.4787173,7.2382445,11.741985,11.255241
26,11.448767479090677,8.978124755899444,5.246570587158203,0.9004997611045837,0.1968503937007874,5e-05,8.197737693786621,5.411794185638428,7.455653190612793,11.81459140777588,11.373398780822754
27,11.384241435006734,9.042981706754372,5.428347110748291,0.8990569710731506,0.0,5e-05,8.555768966674805,5.406996250152588,7.618273735046387,11.91622829437256,11.098068237304688
28,11.33864376454775,8.872953952626712,5.222161769866943,0.9028171896934508,0.0,5e-05,7.658646583557129,4.83182430267334,7.532046318054199,12.146596908569336,11.58502960205078
29,11.322610442549758,8.71627238815464,4.83026933670044,0.9062190651893616,0.0,5e-05,7.024657726287842,4.5366926193237305,7.973716735839844,12.613178253173828,11.29455280303955
30,11.322448621978406,8.950429931250428,5.41522216796875,0.9011126756668092,0.0,5e-05,7.630386829376221,4.932069301605225,7.332255840301514,12.392388343811035,11.724494934082031
31,11.28873887589433,8.981412672494173,5.500279426574707,0.9004268646240234,0.0,5e-05,8.177854537963867,5.258126258850098,7.365771293640137,11.877394676208496,11.468820571899414
32,11.284566474927722,9.084814896258225,5.545945644378662,0.8981208801269531,0.0,5e-05,7.823407649993896,5.051173686981201,7.4540629386901855,12.353190422058104,11.959268569946287
33,11.258037311113403,8.821073857712475,4.994547367095947,0.9039503335952759,0.08748906386701662,5e-05,7.753557205200195,5.385767459869385,7.671808242797852,11.797669410705566,11.226052284240723
34,11.207637170139753,8.936309285911154,5.319454193115234,0.9014244079589844,0.0,5e-05,8.42624568939209,5.478984832763672,7.57659912109375,11.8018217086792,10.891131401062012
35,11.165109092072504,8.723167341337309,4.998600959777832,0.9060706496238708,0.0,5e-05,7.233667850494385,4.775440216064453,7.591156005859375,12.219609260559082,11.415023803710938
36,11.146490453640768,8.65203999696894,4.76444149017334,0.9075961709022522,0.0,5e-05,6.9056878089904785,4.48628044128418,7.995529651641846,12.6390962600708,11.166648864746094
37,11.160805946539691,8.78429907215807,5.18992805480957,0.9047495126724243,0.0,5e-05,7.286221981048584,4.929530143737793,7.487159729003906,12.267672538757324,11.506625175476074
38,11.132213614790956,8.866647095689032,5.379153251647949,0.9029552936553955,0.0,5e-05,7.923638343811035,5.289590835571289,7.426212787628174,11.794622421264648,11.339798927307129
39,11.119959237238717,9.013439729298351,5.471642017364502,0.8997154235839844,0.0,5e-05,7.745828628540039,5.15756893157959,7.453182220458984,12.27651309967041,11.780365943908691
40,11.132094953665625,8.866265692762795,5.1236371994018555,0.9029636383056641,0.0,5e-05,6.709164619445801,4.527937412261963,7.69980001449585,12.588177680969238,12.208846092224121
41,11.118779780475768,9.105755819148849,5.472603797912598,0.8976506590843201,0.0,5e-05,7.0501909255981445,4.581687927246094,7.418612957000732,12.690786361694336,12.723472595214844
42,11.159761943009391,8.724413906188156,4.85758113861084,0.9060437679290771,0.010936132983377077,5e-05,7.701848030090332,5.122641563415527,7.391999244689941,12.005615234375,10.985950469970703
43,11.125346892606021,8.707561419856747,4.826405048370361,0.9064064025878906,0.0,5e-05,7.202361583709717,4.79472541809082,7.602295398712158,12.296571731567383,11.319074630737305
44,11.042907101879548,8.857187150275031,4.904636859893799,0.9031623005867004,0.0,2.5e-05,7.4084062576293945,4.719890117645264,7.48787260055542,12.462971687316895,11.609302520751953
45,10.980476705705197,8.617359297141057,4.869844436645508,0.9083354473114014,0.0,2.5e-05,7.383373260498047,4.9284515380859375,7.338773727416992,11.953206062316895,11.07068157196045
46,10.933195598371423,8.590380771544822,4.729558944702148,0.908908486366272,0.0,2.5e-05,7.102463722229004,4.919857501983643,7.592822551727295,12.054320335388184,11.10696792602539
47,10.931447127926532,8.764029906957063,5.113478660583496,0.9051885604858398,0.0,2.5e-05,7.782458305358887,4.705360412597656,7.237163066864014,12.00157356262207,11.30335521697998
48,10.944560306951658,8.61012533476,4.6619133949279785,0.9084892868995667,0.0,2.5e-05,6.736283302307129,4.6764373779296875,7.618618965148926,12.505252838134766,11.29535961151123
49,10.851377484376753,8.74549875718366,5.161837100982666,0.9055891036987305,0.0,2.5e-05,8.206260681152344,5.33487606048584,6.953421115875244,11.706411361694336,10.735442161560059
50,10.899396168489815,8.7581753677158,5.148115634918213,0.9053152203559875,0.0,2.5e-05,7.953220367431641,4.988827228546143,6.966136932373047,11.796469688415527,11.182546615600586
51,10.930313964632944,8.582917886289799,4.769497871398926,0.9090667366981506,0.010936132983377077,2.5e-05,7.363078594207764,5.0351738929748535,7.397415637969971,12.193028450012207,10.707786560058594
52,10.818413664486597,8.845642524551627,5.372787952423096,0.9034145474433899,0.010936132983377077,2.5e-05,8.24242877960205,5.110777378082275,6.892712116241455,11.701753616333008,11.216877937316895
53,10.868866138525275,8.779478027923423,5.0998945236206055,0.9048540592193604,0.0,2.5e-05,7.448843955993652,5.067819595336914,7.145106792449951,11.967329978942871,11.57119369506836
54,10.855586790424884,8.84811563449664,5.300036430358887,0.9033605456352234,0.0,2.5e-05,7.627420902252197,5.145599842071533,6.894789695739746,11.976483345031738,11.66181755065918
55,10.805742021182278,8.658119456694877,4.955953121185303,0.9074662923812866,0.0,2.5e-05,7.486048698425293,4.89910364151001,7.5878496170043945,11.967842102050781,11.050087928771973
56,10.8746911881857,8.924686378459278,5.1708221435546875,0.9016806483268738,0.0,2.5e-05,8.46982192993164,5.777682304382324,6.9387102127075195,11.573442459106445,10.96697998046875
57,10.884953060442891,8.692492705914196,5.009695053100586,0.906730055809021,0.0,2.5e-05,7.522328853607178,4.932338237762451,7.158099174499512,11.957348823547363,11.251741409301758
58,10.856628912433443,8.693300799591539,5.0914506912231445,0.9067127108573914,0.0,2.5e-05,7.436330795288086,4.962536811828613,7.0631537437438965,12.02724838256836,11.300878524780273
59,10.853629153559508,8.68271130511766,5.040280342102051,0.9069398641586304,0.0,1.25e-05,7.693180084228516,5.1336236000061035,6.992555618286133,11.869361877441406,11.044012069702148
60,10.799186295537764,8.661953478605334,4.889206409454346,0.9073842763900757,0.010936132983377077,1.25e-05,7.657763957977295,5.272863864898682,7.143185615539551,11.795330047607422,10.942505836486816
61,10.804680055713947,8.633010863972222,4.682105541229248,0.9080021977424622,0.010936132983377077,1.25e-05,7.378045082092285,4.885462284088135,7.279170513153076,12.077521324157715,11.080004692077637
62,10.779669604554565,8.797064850769376,5.061395645141602,0.9044724702835083,0.0,1.25e-05,8.26161003112793,5.489702224731445,7.014032363891602,11.574344635009766,10.86368179321289
63,10.78476899730653,8.651587343244776,4.884135723114014,0.9076058268547058,0.010936132983377077,1.25e-05,7.732583522796631,5.33817720413208,7.113454341888428,11.716312408447266,10.853520393371582
64,10.834999206069558,8.77254916373738,5.10243558883667,0.9050041437149048,0.0,1.25e-05,7.979654788970947,5.376905918121338,6.891566276550293,11.740936279296875,11.062668800354004
65,10.771899407037578,8.676349574239715,5.055117130279541,0.9070761799812317,0.010936132983377077,1.25e-05,7.442385196685791,4.8072123527526855,7.123483180999756,11.97159481048584,11.333259582519531
66,10.768218616962818,8.756896998210939,5.013961315155029,0.9053428769111633,0.0,1.25e-05,7.088063716888428,4.737119197845459,7.140614986419678,12.32882022857666,11.73326587677002
